Microsoft (R) COFF/PE Dumper Version 14.20.27508.1
Copyright (C) Microsoft Corporation.  All rights reserved.


Dump of file C:\WINDOWS\System32\dui70.dll

File Type: DLL

  Section contains the following exports for DUI70.dll

    00000000 characteristics
     E9BCC11 time date stamp
        0.00 version
           1 ordinal base
        4321 number of functions
        4321 number of names

    ordinal hint RVA      name

       2451  990 000C8E30 ?Initialize@XBaby@DirectUI@@IEAAJPEAVIXElementCP@2@PEAVXProvider@2@PEAUHWND__@@PEAVElement@2@PEAK@Z
       2452  991 0006A720 ?Initialize@XElement@DirectUI@@QEAAJIPEAVElement@2@PEAK@Z
       2453  992 000C8E80 ?Initialize@XHost@DirectUI@@QEAAJPEAVIXElementCP@2@@Z
       2454  993 000C9020 ?Initialize@XProvider@DirectUI@@QEAAJPEAVElement@2@PEAVIXProviderCP@2@@Z
       2455  994 000C9040 ?Initialize@XResourceProvider@DirectUI@@QEAAJPEAUHINSTANCE__@@PEBG11@Z
       2456  995 0006C590 ?InitializeDllInfo@CallstackTracker@DirectUI@@CAHXZ
       2457  996 0002DEA0 ?InitializeParserFromXmlReader@DUIXmlParser@DirectUI@@IEAAJPEAUIXmlReader@@PEAUHINSTANCE__@@1@Z
       2458  997 0006C760 ?InitializeSymbols@CallstackTracker@DirectUI@@CAHXZ
       2459  998 0009C970 ?InnerBorderThicknessProp@TouchEdit2@DirectUI@@SAPEBUPropertyInfo@2@XZ
       2460  999 0003F1A0 ?Insert@Element@DirectUI@@QEAAJPEAV12@I@Z
       2461  99A 00016AD0 ?Insert@Element@DirectUI@@UEAAJPEAPEAV12@II@Z
       2462  99B 00096340 ?Insert@TouchCheckBox@DirectUI@@UEAAJPEAPEAVElement@2@II@Z
       2463  99C 00096420 ?Insert@TouchCheckBoxGlyph@DirectUI@@UEAAJPEAPEAVElement@2@II@Z
       2464  99D 000405E0 ?Insert@TouchCommandButton@DirectUI@@UEAAJPEAPEAVElement@2@II@Z
       2465  99E 000405E0 ?Insert@TouchEditBase@DirectUI@@UEAAJPEAPEAVElement@2@II@Z
       2466  99F 000405E0 ?Insert@TouchSelect@DirectUI@@UEAAJPEAPEAVElement@2@II@Z
       2467  9A0 000CC910 ?InsertItem@CCTreeView@DirectUI@@QEAAPEAU_TREEITEM@@PEAGIQEAU3@1@Z
       2468  9A1 000CCA10 ?InsertItem@CCTreeView@DirectUI@@QEAAPEAU_TREEITEM@@PEBUtagTVINSERTSTRUCTW@@@Z
       2469  9A2 0009C980 ?IntegrateIMECandidateListProp@TouchEditBase@DirectUI@@SAPEBUPropertyInfo@2@XZ
       2470  9A3 000B6780 ?InteractionEnd@TouchScrollBar@DirectUI@@SA?AVUID@@XZ
       2471  9A4 000B67A0 ?InteractionStart@TouchScrollBar@DirectUI@@SA?AVUID@@XZ
       2472  9A5 000C64F0 ?InternalCreate@TableLayout@DirectUI@@SAJHHHPEAHPEAPEAVLayout@2@@Z
       2473  9A6 000FB190 ?InterpolationModeProp@Movie@DirectUI@@SAPEBUPropertyInfo@2@XZ
       2474  9A7 00047140 ?Invoke@DuiAccessible@DirectUI@@UEAAJJAEBU_GUID@@KGPEAUtagDISPPARAMS@@PEAUtagVARIANT@@PEAUtagEXCEPINFO@@PEAI@Z
       2475  9A8 000E9810 ?Invoke@InvokeProvider@DirectUI@@UEAAJXZ
       2476  9A9 00077010 ?Invoke@Proxy@DirectUI@@IEAAXIPEAX@Z
       2477  9AA 0006D680 ?InvokeAnimation@Element@DirectUI@@QEAAXHI@Z
       2478  9AB 0006D760 ?InvokeAnimation@Element@DirectUI@@QEAAXIIMM_N@Z
       2479  9AC 0018DDCC ?InvokeInvokedEvent@Schema@DirectUI@@2HA
       2480  9AD 0018DE88 ?InvokePattern@Schema@DirectUI@@2HA
       2481  9AE 00087CF0 ?IsActivityOccuring@ModernProgressBar@DirectUI@@QEAA_NXZ
       2482  9AF 0008E250 ?IsActivityOccuring@ModernProgressRing@DirectUI@@QEAA_NXZ
       2483  9B0 00087D30 ?IsAddLayeredRef@ModernProgressBar@DirectUI@@QEAA_NXZ
       2484  9B1 0008E290 ?IsAddLayeredRef@ModernProgressRing@DirectUI@@QEAA_NXZ
       2485  9B2 00045D10 ?IsAutoHeight@ModernProgressBar@DirectUI@@QEAA_NXZ
       2486  9B3 0006DBB0 ?IsBehaviorLayout@Element@DirectUI@@QEBA_NXZ
       2487  9B4 000CDB60 ?IsButtonEnabledAndVisible@DialogElementCore@DirectUI@@KA_NPEAVElement@2@@Z
       2488  9B5 00065EE0 ?IsCacheDirty@Layout@DirectUI@@IEAA_NXZ
       2489  9B6 00065EF0 ?IsCompositedText@Element@DirectUI@@QEAA_NXZ
       2490  9B7 0018DD80 ?IsContentElementProperty@Schema@DirectUI@@2HA
       2491  9B8 0006A750 ?IsContentProtected@Edit@DirectUI@@UEAA_NXZ
       2492  9B9 00005060 ?IsContentProtected@Element@DirectUI@@UEAA_NXZ
       2493  9BA 0009C990 ?IsContentProtected@TouchEditBase@DirectUI@@UEAA_NXZ
       2494  9BB 000B93D0 ?IsContinuousProp@TouchSlider@DirectUI@@SAPEBUPropertyInfo@2@XZ
       2495  9BC 0018DD68 ?IsControlElementProperty@Schema@DirectUI@@2HA
       2496  9BD 0006C7A0 ?IsCorrectImageHlpVersion@CallstackTracker@DirectUI@@CAHXZ
       2497  9BE 00072CB0 ?IsCrossfadeInProgress@TouchScrollViewer@DirectUI@@QEAA_NXZ
       2498  9BF 00065F10 ?IsDefaultCAlign@Element@DirectUI@@QEAA_NXZ
       2499  9C0 00065F20 ?IsDefaultCursor@Element@DirectUI@@QEAA_NXZ
       2500  9C1 00049010 ?IsDescendent@Element@DirectUI@@QEAA_NPEAV12@@Z
       2501  9C2 000C9100 ?IsDescendent@XElement@DirectUI@@QEAA_NPEAVElement@2@@Z
       2502  9C3 000C9140 ?IsDescendent@XProvider@DirectUI@@UEAAJPEAVElement@2@PEA_N@Z
       2503  9C4 0003D2B0 ?IsDestroyed@Element@DirectUI@@QEAA_NXZ
       2504  9C5 00045C10 ?IsDeterminate@ModernProgressBar@DirectUI@@QEAA_NXZ
       2505  9C6 00065F40 ?IsDynamicScaled@Value@DirectUI@@QEAA_NXZ
       2506  9C7 000D07C0 ?IsDynamicScaling@DUIXmlParser@DirectUI@@QEAA_NXZ
       2507  9C8 0018DDAC ?IsEnabledProperty@Schema@DirectUI@@2HA
       2508  9C9 0001D570 ?IsEqual@Value@DirectUI@@QEAA_NPEAV12@@Z
       2509  9CA 00072CC0 ?IsFirstElement@HWNDElement@DirectUI@@QEAA_NPEAVElement@2@@Z
       2510  9CB 0003A080 ?IsGlobal@ClassInfoBase@DirectUI@@UEBA_NXZ
       2511  9CC 00047910 ?IsHosted@Element@DirectUI@@QEAA_NXZ
       2512  9CD 00045B20 ?IsIndependentAnimations@ModernProgressBar@DirectUI@@QEAA_NXZ
       2513  9CE 0018DDB4 ?IsKeyboardFocusableProperty@Schema@DirectUI@@2HA
       2514  9CF 00072D20 ?IsLastElement@HWNDElement@DirectUI@@QEAA_NPEAVElement@2@@Z
       2515  9D0 0003A420 ?IsMSAAEnabled@HWNDElement@DirectUI@@UEAA_NXZ
       2516  9D1 00005060 ?IsMSAAEnabled@TouchHWNDElement@DirectUI@@UEAA_NXZ
       2517  9D2 00072D80 ?IsManualVisualSwapInProgress@TouchScrollViewer@DirectUI@@QEAA_NXZ
       2518  9D3 0006A770 ?IsMoveDeferred@HWNDHost@DirectUI@@IEAA_NXZ
       2519  9D4 0018DD44 ?IsOffscreen@Schema@DirectUI@@2HA
       2520  9D5 0018DD8C ?IsPasswordProperty@Schema@DirectUI@@2HA
       2521  9D6 000E53A0 ?IsPatternSupported@ElementProxy@DirectUI@@IEAAJW4Pattern@Schema@2@PEA_N@Z
       2522  9D7 000E8430 ?IsPatternSupported@ExpandCollapseProxy@DirectUI@@SA_NPEAVElement@2@@Z
       2523  9D8 000E8A30 ?IsPatternSupported@GridItemProxy@DirectUI@@SA_NPEAVElement@2@@Z
       2524  9D9 000E9250 ?IsPatternSupported@GridProxy@DirectUI@@SA_NPEAVElement@2@@Z
       2525  9DA 000E9830 ?IsPatternSupported@InvokeProxy@DirectUI@@SA_NPEAVElement@2@@Z
       2526  9DB 000E9E10 ?IsPatternSupported@RangeValueProxy@DirectUI@@SA_NPEAVElement@2@@Z
       2527  9DC 000EA480 ?IsPatternSupported@ScrollItemProxy@DirectUI@@SA_NPEAVElement@2@@Z
       2528  9DD 000EA9E0 ?IsPatternSupported@ScrollProxy@DirectUI@@SA_NPEAVElement@2@@Z
       2529  9DE 000EB460 ?IsPatternSupported@SelectionItemProxy@DirectUI@@SA_NPEAVElement@2@@Z
       2530  9DF 000EBAE0 ?IsPatternSupported@SelectionProxy@DirectUI@@SA_NPEAVElement@2@@Z
       2531  9E0 000EC340 ?IsPatternSupported@TableItemProxy@DirectUI@@SA_NPEAVElement@2@@Z
       2532  9E1 000EC8E0 ?IsPatternSupported@TableProxy@DirectUI@@SA_NPEAVElement@2@@Z
       2533  9E2 000ECC60 ?IsPatternSupported@ToggleProxy@DirectUI@@SA_NPEAVElement@2@@Z
       2534  9E3 0003A420 ?IsPatternSupported@ValueProxy@DirectUI@@SA_NPEAVElement@2@@Z
       2535  9E4 0018DF84 ?IsPeripheral@Schema@DirectUI@@2HA
       2536  9E5 0003A050 ?IsPinned@BaseScrollBar@DirectUI@@QEAA_NXZ
       2537  9E6 0006DBD0 ?IsPointValid@Element@DirectUI@@AEAA_NNN@Z
       2538  9E7 000B18D0 ?IsPopupOpen@TouchSelect@DirectUI@@QEAA_NXZ
       2539  9E8 000B93E0 ?IsPressedProp@TouchSlider@DirectUI@@SAPEBUPropertyInfo@2@XZ
       2540  9E9 00028C50 ?IsRTL@Element@DirectUI@@QEAA_NXZ
       2541  9EA 00028C50 ?IsRTLReading@Element@DirectUI@@UEAA_NXZ
       2542  9EB 000C3230 ?IsRegisteredForAnimationStatusChanges@TouchHWNDElement@DirectUI@@QEAA_NXZ
       2543  9EC 00086D90 ?IsReorderable@ItemList@DirectUI@@QEAA_NXZ
       2544  9ED 0006DCF0 ?IsRoot@Element@DirectUI@@QEAAHXZ
       2545  9EE 0000E240 ?IsScrollable@BaseScrollBar@DirectUI@@QEAA_NXZ
       2546  9EF 00065F70 ?IsSelfLayout@Element@DirectUI@@QEAA_NXZ
       2547  9F0 000B93F0 ?IsShowOnOffFeedbackProp@TouchSlider@DirectUI@@SAPEBUPropertyInfo@2@XZ
       2548  9F1 00087D70 ?IsSmoothFillAnimation@ModernProgressBar@DirectUI@@QEAA_NXZ
       2549  9F2 00032B50 ?IsSubclassOf@ClassInfoBase@DirectUI@@UEBA_NPEAUIClassInfo@2@@Z
       2550  9F3 000D07D0 ?IsThemeClassName@DUIXmlParser@DirectUI@@KA_NPEBUExprNode@ParserTools@2@@Z
       2551  9F4 000B67C0 ?IsThumbActive@TouchScrollBar@DirectUI@@QEAA_NXZ
       2552  9F5 000A89E0 ?IsTileMember@TouchScrollViewer@DirectUI@@QEAA_NIPEAVElement@2@@Z
       2553  9F6 00004A60 ?IsValidAccessor@Element@DirectUI@@QEAA_NPEBUPropertyInfo@2@H_N@Z
       2554  9F7 00030EE0 ?IsValidProperty@ClassInfoBase@DirectUI@@UEBA_NPEBUPropertyInfo@2@@Z
       2555  9F8 00076C70 ?IsValidValue@Element@DirectUI@@SA_NPEBUPropertyInfo@2@PEAVValue@2@@Z
       2556  9F9 000B9400 ?IsVerticalProp@TouchSlider@DirectUI@@SAPEBUPropertyInfo@2@XZ
       2557  9FA 00065F80 ?IsWordWrap@Element@DirectUI@@QEAA_NXZ
       2558  9FB 0018DE40 ?ItemContainerPattern@Schema@DirectUI@@2HA
       2559  9FC 000B18F0 ?ItemHeightInPopupProp@TouchSelect@DirectUI@@SAPEBUPropertyInfo@2@XZ
       2560  9FD 0018DD88 ?ItemStatusProperty@Schema@DirectUI@@2HA
       2561  9FE 0018DD90 ?ItemTypeProperty@Schema@DirectUI@@2HA
       2562  9FF 00017690 ?KeyFocusedProp@Element@DirectUI@@SAPEBUPropertyInfo@2@XZ
       2563  A00 0003A700 ?KeyWithinProp@Element@DirectUI@@SAPEBUPropertyInfo@2@XZ
       2564  A01 0003C770 ?KeyboardNavigate@Element@DirectUI@@SA?AVUID@@XZ
       2565  A02 0009CA40 ?KeyboardNavigationCaptureProp@TouchEditBase@DirectUI@@SAPEBUPropertyInfo@2@XZ
       2566  A03 0018DD94 ?LabeledByProperty@Schema@DirectUI@@2HA
       2567  A04 000384E0 ?LastDSConstProp@Element@DirectUI@@SAPEBUPropertyInfo@2@XZ
       2568  A05 0018DDD0 ?LayoutInvalidatedEvent@Schema@DirectUI@@2HA
       2569  A06 00039270 ?LayoutPosProp@Element@DirectUI@@SAPEBUPropertyInfo@2@XZ
       2570  A07 00022D60 ?LayoutProp@Element@DirectUI@@SAPEBUPropertyInfo@2@XZ
       2571  A08 000CE9E0 ?Leaving@Browser@DirectUI@@SA?AVUID@@XZ
       2572  A09 000C3250 ?LightDismissIHMProp@TouchHWNDElement@DirectUI@@SAPEBUPropertyInfo@2@XZ
       2573  A0A 00072D90 ?LineDown@BaseScrollBar@DirectUI@@UEAAXI@Z
       2574  A0B 000B6810 ?LineDown@TouchScrollBar@DirectUI@@UEAAXI@Z
       2575  A0C 000CCA70 ?LineProp@CCBaseScrollBar@DirectUI@@SAPEBUPropertyInfo@2@XZ
       2576  A0D 00093840 ?LineProp@ScrollBar@DirectUI@@SAPEBUPropertyInfo@2@XZ
       2577  A0E 000CCA80 ?LineSizeProp@CCTrackBar@DirectUI@@SAPEBUPropertyInfo@2@XZ
       2578  A0F 0008E2D0 ?LineSpacingProp@RichText@DirectUI@@SAPEBUPropertyInfo@2@XZ
       2579  A10 00072E00 ?LineUp@BaseScrollBar@DirectUI@@UEAAXI@Z
       2580  A11 000B6890 ?LineUp@TouchScrollBar@DirectUI@@UEAAXI@Z
       2581  A12 0018DEE0 ?ListControlType@Schema@DirectUI@@2HA
       2582  A13 0018DEE4 ?ListItemControlType@Schema@DirectUI@@2HA
       2583  A14 000CF730 ?LoadComCtl32@TaskPage@DirectUI@@AEAAJXZ
       2584  A15 000BD8C0 ?LoadCommonControlExports@AnimationStrip@DirectUI@@AEAAJXZ
       2585  A16 000C6FC0 ?LoadFromBuffer@DUIFactory@DirectUI@@QEAAJPEBG_K0PEAVElement@2@PEAKPEAPEAV32@@Z
       2586  A17 000C7070 ?LoadFromFile@DUIFactory@DirectUI@@QEAAJPEBG0PEAVElement@2@PEAKPEAPEAV32@@Z
       2587  A18 000FB1A0 ?LoadFromPath@Movie@DirectUI@@QEAAJPEBG@Z
       2588  A19 000C7260 ?LoadFromResource@DUIFactory@DirectUI@@QEAAJPEAUHINSTANCE__@@PEBG1PEAVElement@2@PEAKPEAPEAV42@1@Z
       2589  A1A 000FB280 ?LoadFromResource@Movie@DirectUI@@QEAAJPEAUHINSTANCE__@@H@Z
       2590  A1B 000BD9D0 ?LoadImagesIntoAnimationStrip@AnimationStrip@DirectUI@@IEAAJXZ
       2591  A1C 000CF7E0 ?LoadPage@TaskPage@DirectUI@@AEAAJPEAPEAVElement@2@PEAV32@PEAPEAVDUIXmlParser@2@@Z
       2592  A1D 00047140 ?LoadPage@TaskPage@DirectUI@@MEAAJPEAVHWNDElement@2@PEAUHINSTANCE__@@PEAPEAVElement@2@PEAPEAVDUIXmlParser@2@@Z
       2593  A1E 000CF8A0 ?LoadParser@TaskPage@DirectUI@@MEAAJPEAPEAVDUIXmlParser@2@@Z
       2594  A1F 0008E2E0 ?LocaleProp@RichText@DirectUI@@SAPEBUPropertyInfo@2@XZ
       2595  A20 0018DF88 ?LocalizedControlTypeProperty@Schema@DirectUI@@2HA
       2596  A21 00089B60 ?Locate@RefPointElement@DirectUI@@SAPEAV12@PEAVElement@2@@Z
       2597  A22 00037AC0 ?LocationProp@Element@DirectUI@@SAPEBUPropertyInfo@2@XZ
       2598  A23 000EDFD0 ?LookupAccessibleRole@Schema@DirectUI@@SAHHPEA_N@Z
       2599  A24 00043D80 ?LookupControlInfos@Schema@DirectUI@@CAJXZ
       2600  A25 00065F90 ?LookupElement@DUIXmlParser@DirectUI@@QEAAJPEAUIXmlReader@@PEBGPEAUHINSTANCE__@@PEAPEAUIClassInfo@2@@Z
       2601  A26 0002A590 ?LookupElement@DUIXmlParser@DirectUI@@QEAAJULINEINFO@2@PEBGPEAUHINSTANCE__@@PEAPEAUIClassInfo@2@@Z
       2602  A27 00043CC0 ?LookupEventInfos@Schema@DirectUI@@CAJXZ
       2603  A28 00043D30 ?LookupPatternInfos@Schema@DirectUI@@CAJXZ
       2604  A29 00043DF0 ?LookupPropertyInfos@Schema@DirectUI@@CAJXZ
       2605  A2A 000A8AA0 ?ManipulationCompleted@TouchScrollViewer@DirectUI@@SA?AVUID@@XZ
       2606  A2B 000A8AC0 ?ManipulationDelta@TouchScrollViewer@DirectUI@@SA?AVUID@@XZ
       2607  A2C 000A8AE0 ?ManipulationHorizontalAlignmentProp@TouchScrollViewer@DirectUI@@SAPEBUPropertyInfo@2@XZ
       2608  A2D 000A8AF0 ?ManipulationStarted@TouchScrollViewer@DirectUI@@SA?AVUID@@XZ
       2609  A2E 000A8B10 ?ManipulationStarting@TouchScrollViewer@DirectUI@@SA?AVUID@@XZ
       2610  A2F 000A8B30 ?ManipulationVerticalAlignmentProp@TouchScrollViewer@DirectUI@@SAPEBUPropertyInfo@2@XZ
       2611  A30 00079100 ?ManualStoryboardVerify@PVLAnimation@DirectUI@@SA?AVUID@@XZ
       2612  A31 000A8B40 ?MapContentVisuals@TouchScrollViewer@DirectUI@@SA?AVUID@@XZ
       2613  A32 00046CC0 ?MapElementPoint@Element@DirectUI@@QEAAXPEAV12@PEBUtagPOINT@@PEAU3@@Z
       2614  A33 000D07E0 ?MapPropertyEnumValue@DUIXmlParser@DirectUI@@IEAAJPEBUEnumMap@2@PEBGPEAH@Z
       2615  A34 0000FBF0 ?MapPropertyNameToPropertyInfo@DUIXmlParser@DirectUI@@IEAAJULINEINFO@2@PEAUIClassInfo@2@PEBGPEAPEBUPropertyInfo@2@@Z
       2616  A35 0008E2F0 ?MapRunsToClustersProp@RichText@DirectUI@@SAPEBUPropertyInfo@2@XZ
       2617  A36 0003C790 ?MarginProp@Element@DirectUI@@SAPEBUPropertyInfo@2@XZ
       2618  A37 00065FF0 ?MarkHosted@Element@DirectUI@@IEAAXXZ
       2619  A38 00049040 ?MarkNeedsDSUpdate@Element@DirectUI@@QEAAXXZ
       2620  A39 00066000 ?MarkSelfLayout@Element@DirectUI@@IEAAXXZ
       2621  A3A 00084EA0 ?MaxLengthProp@Edit@DirectUI@@SAPEBUPropertyInfo@2@XZ
       2622  A3B 0009CA50 ?MaxLengthProp@TouchEditBase@DirectUI@@SAPEBUPropertyInfo@2@XZ
       2623  A3C 00039310 ?MaximumProp@CCBaseScrollBar@DirectUI@@SAPEBUPropertyInfo@2@XZ
       2624  A3D 00047D30 ?MaximumProp@ModernProgressBar@DirectUI@@SAPEBUPropertyInfo@2@XZ
       2625  A3E 00087420 ?MaximumProp@Progress@DirectUI@@SAPEBUPropertyInfo@2@XZ
       2626  A3F 00093850 ?MaximumProp@ScrollBar@DirectUI@@SAPEBUPropertyInfo@2@XZ
       2627  A40 0018DED8 ?MenuBarControlType@Schema@DirectUI@@2HA
       2628  A41 0018DE24 ?MenuClosedEvent@Schema@DirectUI@@2HA
       2629  A42 0018DED0 ?MenuControlType@Schema@DirectUI@@2HA
       2630  A43 0018DEDC ?MenuItemControlType@Schema@DirectUI@@2HA
       2631  A44 0018DE3C ?MenuOpenedEvent@Schema@DirectUI@@2HA
       2632  A45 00084EB0 ?MessageCallback@Edit@DirectUI@@UEAAIPEAUtagGMSG@@@Z
       2633  A46 00039210 ?MessageCallback@Element@DirectUI@@UEAAIPEAUtagGMSG@@@Z
       2634  A47 00026D40 ?MessageCallback@HWNDHost@DirectUI@@UEAAIPEAUtagGMSG@@@Z
       2635  A48 0003F170 ?MessageCallback@TouchHWNDElement@DirectUI@@UEAAIPEAUtagGMSG@@@Z
       2636  A49 000B9410 ?MeteringProp@TouchSlider@DirectUI@@SAPEBUPropertyInfo@2@XZ
       2637  A4A 0003F7A0 ?MinSizeProp@Element@DirectUI@@SAPEBUPropertyInfo@2@XZ
       2638  A4B 000393B0 ?MinimumProp@CCBaseScrollBar@DirectUI@@SAPEBUPropertyInfo@2@XZ
       2639  A4C 00047D40 ?MinimumProp@ModernProgressBar@DirectUI@@SAPEBUPropertyInfo@2@XZ
       2640  A4D 00087430 ?MinimumProp@Progress@DirectUI@@SAPEBUPropertyInfo@2@XZ
       2641  A4E 00093860 ?MinimumProp@ScrollBar@DirectUI@@SAPEBUPropertyInfo@2@XZ
       2642  A4F 000C3260 ?MonitorPowerSettingsChange@TouchHWNDElement@DirectUI@@SA?AVUID@@XZ
       2643  A50 00017680 ?MouseFocusedProp@Element@DirectUI@@SAPEBUPropertyInfo@2@XZ
       2644  A51 000B9420 ?MouseOrPointerReleased@TouchSlider@DirectUI@@SA?AVUID@@XZ
       2645  A52 00037120 ?MouseWithinProp@Element@DirectUI@@SAPEBUPropertyInfo@2@XZ
       2646  A53 0009CA60 ?MoveCaretToEndOnSyncContentProp@TouchEditBase@DirectUI@@SAPEBUPropertyInfo@2@XZ
       2647  A54 00084EC0 ?MultilineProp@Edit@DirectUI@@SAPEBUPropertyInfo@2@XZ
       2648  A55 0009CA70 ?MultilineProp@TouchEditBase@DirectUI@@SAPEBUPropertyInfo@2@XZ
       2649  A56 00096430 ?MultipleClick@TouchButton@DirectUI@@SA?AVUID@@XZ
       2650  A57 0018DE50 ?MultipleViewPattern@Schema@DirectUI@@2HA
       2651  A58 0018DD48 ?NameProperty@Schema@DirectUI@@2HA
       2652  A59 00076A00 ?Navigate@DuiNavigate@DirectUI@@SAPEAVElement@2@PEAV32@PEAV?$DynamicArray@PEAVElement@DirectUI@@$0A@@2@H@Z
       2653  A5A 000437E0 ?Navigate@ElementProvider@DirectUI@@UEAAJW4NavigateDirection@@PEAPEAUIRawElementProviderFragment@@@Z
       2654  A5B 00042C40 ?Navigate@ElementProxy@DirectUI@@IEAAJW4NavigateDirection@@PEAPEAUIRawElementProviderFragment@@@Z
       2655  A5C 000C91A0 ?Navigate@XProvider@DirectUI@@UEAAJHPEA_N@Z
       2656  A5D 00049250 ?NeedsDSUpdate@Element@DirectUI@@QEAA_NXZ
       2657  A5E 000732F0 ?NewChildElementsAdded@TouchScrollViewer@DirectUI@@QEAAXXZ
       2658  A5F 0018DF80 ?NewNativeWindowHandleProperty@Schema@DirectUI@@2HA
       2659  A60 00047140 ?Next@DuiAccessible@DirectUI@@UEAAJKPEAUtagVARIANT@@PEAK@Z
       2660  A61 0006A780 ?Next@HWNDHostAccessible@DirectUI@@UEAAJKPEAUtagVARIANT@@PEAK@Z
       2661  A62 00047640 ?NoteProp@CCCommandLink@DirectUI@@SAPEBUPropertyInfo@2@XZ
       2662  A63 00079120 ?NotifyComplete@PVLAnimation@DirectUI@@SA?AVUID@@XZ
       2663  A64 00079140 ?NotifyImplicit@PVLAnimation@DirectUI@@SA?AVUID@@XZ
       2664  A65 00079160 ?NotifyStart@PVLAnimation@DirectUI@@SA?AVUID@@XZ
       2665  A66 00079180 ?NotifyStoryboardComplete@PVLAnimation@DirectUI@@SA?AVUID@@XZ
       2666  A67 0018E160 ?NullControlType@Schema@DirectUI@@2HA
       2667  A68 000BBD90 ?OffTextProp@TouchSwitch@DirectUI@@SAPEBUPropertyInfo@2@XZ
       2668  A69 000BDB60 ?OnAction@AnimationStrip@DirectUI@@IEAAXPEAUGMA_ACTIONINFO@@@Z
       2669  A6A 000291F0 ?OnAdd@BorderLayout@DirectUI@@UEAAXPEAVElement@2@PEAPEAV32@I@Z
       2670  A6B 0002A1E0 ?OnAdd@Layout@DirectUI@@UEAAXPEAVElement@2@PEAPEAV32@I@Z
       2671  A6C 0002A160 ?OnAdd@NineGridLayout@DirectUI@@UEAAXPEAVElement@2@PEAPEAV32@I@Z
       2672  A6D 00033760 ?OnAdd@ShellBorderLayout@DirectUI@@UEAAXPEAVElement@2@PEAPEAV32@I@Z
       2673  A6E 00085950 ?OnAdjustWindowSize@Combobox@DirectUI@@UEAAHHHI@Z
       2674  A6F 00048B20 ?OnAdjustWindowSize@HWNDHost@DirectUI@@UEAAHHHI@Z
       2675  A70 000CDB90 ?OnChildLostFocus@DialogElement@DirectUI@@UEAA_NPEAVElement@2@@Z
       2676  A71 000CDBA0 ?OnChildLostFocus@DialogElementCore@DirectUI@@QEAA_NPEAVElement@2@@Z
       2677  A72 000C9330 ?OnChildLostFocus@XBaby@DirectUI@@UEAA_NPEAVElement@2@@Z
       2678  A73 000CDC50 ?OnChildReceivedFocus@DialogElement@DirectUI@@UEAA_NPEAVElement@2@@Z
       2679  A74 000CDC60 ?OnChildReceivedFocus@DialogElementCore@DirectUI@@QEAA_NPEAVElement@2@@Z
       2680  A75 000C93F0 ?OnChildReceivedFocus@XBaby@DirectUI@@UEAA_NPEAVElement@2@@Z
       2681  A76 00073350 ?OnCompositionChanged@HWNDElement@DirectUI@@UEAAXXZ
       2682  A77 00049380 ?OnCtrlThemeChanged@HWNDHost@DirectUI@@UEAA_NI_K_JPEA_J@Z
       2683  A78 00005060 ?OnCustomDraw@CCBase@DirectUI@@UEAA_NPEAUtagNMCUSTOMDRAWINFO@@PEA_J@Z
       2684  A79 000CDD90 ?OnDefaultButtonTrackingChanged@DialogElementCore@DirectUI@@QEAAXPEAVValue@2@@Z
       2685  A7A 000BDBA0 ?OnDestroy@AnimationStrip@DirectUI@@MEAAXXZ
       2686  A7B 000CDDE0 ?OnDestroy@DialogElement@DirectUI@@UEAAXXZ
       2687  A7C 000CDE10 ?OnDestroy@DialogElementCore@DirectUI@@QEAAXXZ
       2688  A7D 00018800 ?OnDestroy@Element@DirectUI@@UEAAXXZ
       2689  A7E 00047A20 ?OnDestroy@HWNDElement@DirectUI@@UEAAXXZ
       2690  A7F 0003EE20 ?OnDestroy@HWNDHost@DirectUI@@UEAAXXZ
       2691  A80 00045540 ?OnDestroy@ModernProgressBar@DirectUI@@MEAAXXZ
       2692  A81 000BE4F0 ?OnDestroy@ModernProgressRing@DirectUI@@MEAAXXZ
       2693  A82 000FB370 ?OnDestroy@Movie@DirectUI@@UEAAXXZ
       2694  A83 000479C0 ?OnDestroy@TouchHWNDElement@DirectUI@@UEAAXXZ
       2695  A84 000C6930 ?OnEvent@AutoButton@DirectUI@@UEAAXPEAUEvent@2@@Z
       2696  A85 00094750 ?OnEvent@BaseScrollViewer@DirectUI@@UEAAXPEAUEvent@2@@Z
       2697  A86 000CEA00 ?OnEvent@Browser@DirectUI@@UEAAXPEAUEvent@2@@Z
       2698  A87 00032320 ?OnEvent@Element@DirectUI@@UEAAXPEAUEvent@2@@Z
       2699  A88 000BD410 ?OnEvent@Expando@DirectUI@@UEAAXPEAUEvent@2@@Z
       2700  A89 00032210 ?OnEvent@HWNDElement@DirectUI@@UEAAXPEAUEvent@2@@Z
       2701  A8A 00048210 ?OnEvent@HWNDHost@DirectUI@@UEAAXPEAUEvent@2@@Z
       2702  A8B 000FB3A0 ?OnEvent@Movie@DirectUI@@UEAAXPEAUEvent@2@@Z
       2703  A8C 000CEB10 ?OnEvent@Navigator@DirectUI@@UEAAXPEAUEvent@2@@Z
       2704  A8D 0008E300 ?OnEvent@RichText@DirectUI@@UEAAXPEAUEvent@2@@Z
       2705  A8E 00093870 ?OnEvent@ScrollBar@DirectUI@@UEAAXPEAUEvent@2@@Z
       2706  A8F 00049630 ?OnEvent@Selector@DirectUI@@UEAAXPEAUEvent@2@@Z
