Microsoft (R) COFF/PE Dumper Version 14.20.27508.1
Copyright (C) Microsoft Corporation.  All rights reserved.


Dump of file C:\WINDOWS\System32\msvcp110_win.dll

File Type: DLL

  Section contains the following exports for msvcp110_win.dll

    00000000 characteristics
    D4B73854 time date stamp
        0.00 version
           1 ordinal base
        1497 number of functions
        1497 number of names

    ordinal hint RVA      name

       1236  4D3 0000EB70 ?sgetn@?$basic_streambuf@_WU?$char_traits@_W@std@@@std@@QEAA_JPEA_W_J@Z
       1237  4D4 0000C680 ?showmanyc@?$basic_streambuf@DU?$char_traits@D@std@@@std@@MEAA_JXZ
       1238  4D5 0000C680 ?showmanyc@?$basic_streambuf@GU?$char_traits@G@std@@@std@@MEAA_JXZ
       1239  4D6 0000C680 ?showmanyc@?$basic_streambuf@_WU?$char_traits@_W@std@@@std@@MEAA_JXZ
       1240  4D7 0000E810 ?snextc@?$basic_streambuf@DU?$char_traits@D@std@@@std@@QEAAHXZ
       1241  4D8 0000E8E0 ?snextc@?$basic_streambuf@GU?$char_traits@G@std@@@std@@QEAAGXZ
       1242  4D9 0000E8E0 ?snextc@?$basic_streambuf@_WU?$char_traits@_W@std@@@std@@QEAAGXZ
       1243  4DA 00034350 ?sputbackc@?$basic_streambuf@DU?$char_traits@D@std@@@std@@QEAAHD@Z
       1244  4DB 000343A0 ?sputbackc@?$basic_streambuf@GU?$char_traits@G@std@@@std@@QEAAGG@Z
       1245  4DC 000343A0 ?sputbackc@?$basic_streambuf@_WU?$char_traits@_W@std@@@std@@QEAAG_W@Z
       1246  4DD 0000E9B0 ?sputc@?$basic_streambuf@DU?$char_traits@D@std@@@std@@QEAAHD@Z
       1247  4DE 0000EA10 ?sputc@?$basic_streambuf@GU?$char_traits@G@std@@@std@@QEAAGG@Z
       1248  4DF 0000EA10 ?sputc@?$basic_streambuf@_WU?$char_traits@_W@std@@@std@@QEAAG_W@Z
       1249  4E0 0000EBD0 ?sputn@?$basic_streambuf@DU?$char_traits@D@std@@@std@@QEAA_JPEBD_J@Z
       1250  4E1 0000EBD0 ?sputn@?$basic_streambuf@GU?$char_traits@G@std@@@std@@QEAA_JPEBG_J@Z
       1251  4E2 0000EBD0 ?sputn@?$basic_streambuf@_WU?$char_traits@_W@std@@@std@@QEAA_JPEB_W_J@Z
       1252  4E3 000343F0 ?stossc@?$basic_streambuf@DU?$char_traits@D@std@@@std@@QEAAXXZ
       1253  4E4 00034430 ?stossc@?$basic_streambuf@GU?$char_traits@G@std@@@std@@QEAAXXZ
       1254  4E5 00034430 ?stossc@?$basic_streambuf@_WU?$char_traits@_W@std@@@std@@QEAAXXZ
       1255  4E6 00034470 ?sungetc@?$basic_streambuf@DU?$char_traits@D@std@@@std@@QEAAHXZ
       1256  4E7 000344C0 ?sungetc@?$basic_streambuf@GU?$char_traits@G@std@@@std@@QEAAGXZ
       1257  4E8 000344C0 ?sungetc@?$basic_streambuf@_WU?$char_traits@_W@std@@@std@@QEAAGXZ
       1258  4E9 00034510 ?swap@?$basic_ios@DU?$char_traits@D@std@@@std@@QEAAXAEAV12@@Z
       1259  4EA 00034560 ?swap@?$basic_ios@GU?$char_traits@G@std@@@std@@QEAAXAEAV12@@Z
       1260  4EB 00034560 ?swap@?$basic_ios@_WU?$char_traits@_W@std@@@std@@QEAAXAEAV12@@Z
       1261  4EC 000345B0 ?swap@?$basic_iostream@DU?$char_traits@D@std@@@std@@IEAAXAEAV12@@Z
       1262  4ED 00034610 ?swap@?$basic_iostream@GU?$char_traits@G@std@@@std@@IEAAXAEAV12@@Z
       1263  4EE 00034610 ?swap@?$basic_iostream@_WU?$char_traits@_W@std@@@std@@IEAAXAEAV12@@Z
       1264  4EF 00034670 ?swap@?$basic_istream@DU?$char_traits@D@std@@@std@@IEAAXAEAV12@@Z
       1265  4F0 00034700 ?swap@?$basic_istream@GU?$char_traits@G@std@@@std@@IEAAXAEAV12@@Z
       1266  4F1 00034700 ?swap@?$basic_istream@_WU?$char_traits@_W@std@@@std@@IEAAXAEAV12@@Z
       1267  4F2 000345B0 ?swap@?$basic_ostream@DU?$char_traits@D@std@@@std@@IEAAXAEAV12@@Z
       1268  4F3 00034610 ?swap@?$basic_ostream@GU?$char_traits@G@std@@@std@@IEAAXAEAV12@@Z
       1269  4F4 00034610 ?swap@?$basic_ostream@_WU?$char_traits@_W@std@@@std@@IEAAXAEAV12@@Z
       1270  4F5 00034790 ?swap@?$basic_streambuf@DU?$char_traits@D@std@@@std@@IEAAXAEAV12@@Z
       1271  4F6 000348A0 ?swap@?$basic_streambuf@GU?$char_traits@G@std@@@std@@IEAAXAEAV12@@Z
       1272  4F7 000348A0 ?swap@?$basic_streambuf@_WU?$char_traits@_W@std@@@std@@IEAAXAEAV12@@Z
       1273  4F8 0000EA70 ?swap@ios_base@std@@QEAAXAEAV12@@Z
       1274  4F9 000349A0 ?sync@?$basic_istream@DU?$char_traits@D@std@@@std@@QEAAHXZ
       1275  4FA 00034A70 ?sync@?$basic_istream@GU?$char_traits@G@std@@@std@@QEAAHXZ
       1276  4FB 00034B40 ?sync@?$basic_istream@_WU?$char_traits@_W@std@@@std@@QEAAHXZ
       1277  4FC 0000C680 ?sync@?$basic_streambuf@DU?$char_traits@D@std@@@std@@MEAAHXZ
       1278  4FD 0000C680 ?sync@?$basic_streambuf@GU?$char_traits@G@std@@@std@@MEAAHXZ
       1279  4FE 0000C680 ?sync@?$basic_streambuf@_WU?$char_traits@_W@std@@@std@@MEAAHXZ
       1280  4FF 0000EB00 ?sync_with_stdio@ios_base@std@@SA_N_N@Z
       1281  500 0000EB50 ?table@?$ctype@D@std@@QEBAPEBFXZ
       1282  501 0004F2E8 ?table_size@?$ctype@D@std@@2_KB
       1283  502 00034C10 ?tellg@?$basic_istream@DU?$char_traits@D@std@@@std@@QEAA?AV?$fpos@H@2@XZ
       1284  503 00034CE0 ?tellg@?$basic_istream@GU?$char_traits@G@std@@@std@@QEAA?AV?$fpos@H@2@XZ
       1285  504 00034DB0 ?tellg@?$basic_istream@_WU?$char_traits@_W@std@@@std@@QEAA?AV?$fpos@H@2@XZ
       1286  505 00034E80 ?tellp@?$basic_ostream@DU?$char_traits@D@std@@@std@@QEAA?AV?$fpos@H@2@XZ
       1287  506 00034E80 ?tellp@?$basic_ostream@GU?$char_traits@G@std@@@std@@QEAA?AV?$fpos@H@2@XZ
       1288  507 00034E80 ?tellp@?$basic_ostream@_WU?$char_traits@_W@std@@@std@@QEAA?AV?$fpos@H@2@XZ
       1289  508 00034F40 ?tie@?$basic_ios@DU?$char_traits@D@std@@@std@@QEAAPEAV?$basic_ostream@DU?$char_traits@D@std@@@2@PEAV32@@Z
       1290  509 0000EB60 ?tie@?$basic_ios@DU?$char_traits@D@std@@@std@@QEBAPEAV?$basic_ostream@DU?$char_traits@D@std@@@2@XZ
       1291  50A 00034F40 ?tie@?$basic_ios@GU?$char_traits@G@std@@@std@@QEAAPEAV?$basic_ostream@GU?$char_traits@G@std@@@2@PEAV32@@Z
       1292  50B 0000EB60 ?tie@?$basic_ios@GU?$char_traits@G@std@@@std@@QEBAPEAV?$basic_ostream@GU?$char_traits@G@std@@@2@XZ
       1293  50C 00034F40 ?tie@?$basic_ios@_WU?$char_traits@_W@std@@@std@@QEAAPEAV?$basic_ostream@_WU?$char_traits@_W@std@@@2@PEAV32@@Z
       1294  50D 0000EB60 ?tie@?$basic_ios@_WU?$char_traits@_W@std@@@std@@QEBAPEAV?$basic_ostream@_WU?$char_traits@_W@std@@@2@XZ
       1295  50E 0000DF90 ?tolower@?$ctype@D@std@@QEBADD@Z
       1296  50F 0000C120 ?tolower@?$ctype@D@std@@QEBAPEBDPEADPEBD@Z
       1297  510 0000EB70 ?tolower@?$ctype@G@std@@QEBAGG@Z
       1298  511 0000EB90 ?tolower@?$ctype@G@std@@QEBAPEBGPEAGPEBG@Z
       1299  512 0000EB90 ?tolower@?$ctype@_W@std@@QEBAPEB_WPEA_WPEB_W@Z
       1300  513 0000EB70 ?tolower@?$ctype@_W@std@@QEBA_W_W@Z
       1301  514 0000EBB0 ?toupper@?$ctype@D@std@@QEBADD@Z
       1302  515 0000DA60 ?toupper@?$ctype@D@std@@QEBAPEBDPEADPEBD@Z
       1303  516 0000E190 ?toupper@?$ctype@G@std@@QEBAGG@Z
       1304  517 0000EBD0 ?toupper@?$ctype@G@std@@QEBAPEBGPEAGPEBG@Z
       1305  518 0000EBD0 ?toupper@?$ctype@_W@std@@QEBAPEB_WPEA_WPEB_W@Z
       1306  519 0000E190 ?toupper@?$ctype@_W@std@@QEBA_W_W@Z
       1307  51A 00082A3D ?try_to_lock@std@@3Utry_to_lock_t@1@B
       1308  51B 00034F50 ?uflow@?$basic_streambuf@DU?$char_traits@D@std@@@std@@MEAAHXZ
       1309  51C 00034FA0 ?uflow@?$basic_streambuf@GU?$char_traits@G@std@@@std@@MEAAGXZ
       1310  51D 00034FA0 ?uflow@?$basic_streambuf@_WU?$char_traits@_W@std@@@std@@MEAAGXZ
       1311  51E 00037220 ?uncaught_exception@std@@YA_NXZ
       1312  51F 00031C30 ?underflow@?$basic_streambuf@DU?$char_traits@D@std@@@std@@MEAAHXZ
       1313  520 00031C40 ?underflow@?$basic_streambuf@GU?$char_traits@G@std@@@std@@MEAAGXZ
       1314  521 00031C40 ?underflow@?$basic_streambuf@_WU?$char_traits@_W@std@@@std@@MEAAGXZ
       1315  522 00034FF0 ?unget@?$basic_istream@DU?$char_traits@D@std@@@std@@QEAAAEAV12@XZ
       1316  523 00035150 ?unget@?$basic_istream@GU?$char_traits@G@std@@@std@@QEAAAEAV12@XZ
       1317  524 000352C0 ?unget@?$basic_istream@_WU?$char_traits@_W@std@@@std@@QEAAAEAV12@XZ
       1318  525 0000EBF0 ?unsetf@ios_base@std@@QEAAXH@Z
       1319  526 0000EC00 ?unshift@?$codecvt@DDH@std@@QEBAHAEAHPEAD1AEAPEAD@Z
       1320  527 0000EC00 ?unshift@?$codecvt@GDH@std@@QEBAHAEAHPEAD1AEAPEAD@Z
       1321  528 0000EC00 ?unshift@?$codecvt@_SDH@std@@QEBAHAEAHPEAD1AEAPEAD@Z
       1322  529 0000EC00 ?unshift@?$codecvt@_UDH@std@@QEBAHAEAHPEAD1AEAPEAD@Z
       1323  52A 0000EC00 ?unshift@?$codecvt@_WDH@std@@QEBAHAEAHPEAD1AEAPEAD@Z
       1324  52B 000832F0 ?wcerr@std@@3V?$basic_ostream@GU?$char_traits@G@std@@@1@A
       1325  52C 00083660 ?wcerr@std@@3V?$basic_ostream@_WU?$char_traits@_W@std@@@1@A
       1326  52D 000834B0 ?wcin@std@@3V?$basic_istream@GU?$char_traits@G@std@@@1@A
       1327  52E 00083820 ?wcin@std@@3V?$basic_istream@_WU?$char_traits@_W@std@@@1@A
       1328  52F 00083540 ?wclog@std@@3V?$basic_ostream@GU?$char_traits@G@std@@@1@A
       1329  530 000838B0 ?wclog@std@@3V?$basic_ostream@_WU?$char_traits@_W@std@@@1@A
       1330  531 00082C10 ?wcout@std@@3V?$basic_ostream@GU?$char_traits@G@std@@@1@A
       1331  532 00082D30 ?wcout@std@@3V?$basic_ostream@_WU?$char_traits@_W@std@@@1@A
       1332  533 00035430 ?widen@?$basic_ios@DU?$char_traits@D@std@@@std@@QEBADD@Z
       1333  534 000354D0 ?widen@?$basic_ios@GU?$char_traits@G@std@@@std@@QEBAGD@Z
       1334  535 00035570 ?widen@?$basic_ios@_WU?$char_traits@_W@std@@@std@@QEBA_WD@Z
       1335  536 0000EB70 ?widen@?$ctype@D@std@@QEBADD@Z
       1336  537 0000EC30 ?widen@?$ctype@D@std@@QEBAPEBDPEBD0PEAD@Z
       1337  538 0000EC50 ?widen@?$ctype@G@std@@QEBAGD@Z
       1338  539 0000EC70 ?widen@?$ctype@G@std@@QEBAPEBDPEBD0PEAG@Z
       1339  53A 0000EC70 ?widen@?$ctype@_W@std@@QEBAPEBDPEBD0PEA_W@Z
       1340  53B 0000EC50 ?widen@?$ctype@_W@std@@QEBA_WD@Z
       1341  53C 0000EC90 ?width@ios_base@std@@QEAA_J_J@Z
       1342  53D 0000ECA0 ?width@ios_base@std@@QEBA_JXZ
       1343  53E 00035610 ?write@?$basic_ostream@DU?$char_traits@D@std@@@std@@QEAAAEAV12@PEBD_J@Z
       1344  53F 00035610 ?write@?$basic_ostream@GU?$char_traits@G@std@@@std@@QEAAAEAV12@PEBG_J@Z
       1345  540 00035610 ?write@?$basic_ostream@_WU?$char_traits@_W@std@@@std@@QEAAAEAV12@PEB_W_J@Z
       1346  541 0000ECB0 ?ws@std@@YAAEAV?$basic_istream@DU?$char_traits@D@std@@@1@AEAV21@@Z
       1347  542 0000EE60 ?ws@std@@YAAEAV?$basic_istream@GU?$char_traits@G@std@@@1@AEAV21@@Z
       1348  543 0000F030 ?ws@std@@YAAEAV?$basic_istream@_WU?$char_traits@_W@std@@@1@AEAV21@@Z
       1349  544 0000F200 ?xalloc@ios_base@std@@SAHXZ
       1350  545 00035720 ?xsgetn@?$basic_streambuf@DU?$char_traits@D@std@@@std@@MEAA_JPEAD_J@Z
       1351  546 000357F0 ?xsgetn@?$basic_streambuf@GU?$char_traits@G@std@@@std@@MEAA_JPEAG_J@Z
       1352  547 000357F0 ?xsgetn@?$basic_streambuf@_WU?$char_traits@_W@std@@@std@@MEAA_JPEA_W_J@Z
       1353  548 000358D0 ?xsputn@?$basic_streambuf@DU?$char_traits@D@std@@@std@@MEAA_JPEBD_J@Z
       1354  549 000359A0 ?xsputn@?$basic_streambuf@GU?$char_traits@G@std@@@std@@MEAA_JPEBG_J@Z
       1355  54A 000359A0 ?xsputn@?$basic_streambuf@_WU?$char_traits@_W@std@@@std@@MEAA_JPEB_W_J@Z
       1356  54B 00001D00 _Cosh
       1357  54C 00082640 _Denorm
       1358  54D 00001DE0 _Dint
       1359  54E 00001F00 _Dnorm
       1360  54F 00037200 _Do_call
       1361  550 000020B0 _Dscale
       1362  551 00002350 _Dtento
       1363  552 000024B0 _Dtest
       1364  553 00002520 _Dunscale
       1365  554 00082690 _Eps
       1366  555 000025C0 _Exp
       1367  556 00002700 _FCosh
       1368  557 00082570 _FDenorm
       1369  558 000027E0 _FDint
       1370  559 000028C0 _FDnorm
       1371  55A 000029B0 _FDscale
       1372  55B 00002B90 _FDtento
       1373  55C 00002CE0 _FDtest
       1374  55D 00002D30 _FDunscale
       1375  55E 000825B0 _FEps
       1376  55F 00002DC0 _FExp
       1377  560 00082580 _FInf
       1378  561 00082590 _FNan
       1379  562 000825C0 _FRteps
       1380  563 00003B70 _FSinh
       1381  564 000825A0 _FSnan
       1382  565 000825D0 _FXbig
       1383  566 00002ED0 _FXp_addh
       1384  567 00003220 _FXp_addx
       1385  568 000032A0 _FXp_getw
       1386  569 00003330 _FXp_invx
       1387  56A 00003480 _FXp_ldexpx
       1388  56B 00003500 _FXp_movx
       1389  56C 00003530 _FXp_mulh
       1390  56D 00003720 _FXp_mulx
       1391  56E 00003830 _FXp_setn
       1392  56F 000038C0 _FXp_setw
       1393  570 00003980 _FXp_sqrtx
       1394  571 00003AF0 _FXp_subx
       1395  572 00082700 _FZero
       1396  573 000082F0 _Getcoll
       1397  574 00007E20 _Getctype
       1398  575 00008430 _Getcvt
       1399  576 000437F0 _Getdateorder
       1400  577 00003D10 _Getwctype
       1401  578 00003D50 _Getwctypes
       1402  579 00082650 _Hugeval
       1403  57A 00082660 _Inf
       1404  57B 00003D90 _LCosh
       1405  57C 000825D8 _LDenorm
       1406  57D 00003E70 _LDint
       1407  57E 00003E80 _LDscale
       1408  57F 00003E90 _LDtento
       1409  580 00003FF0 _LDtest
       1410  581 00004000 _LDunscale
       1411  582 00082618 _LEps
       1412  583 00004010 _LExp
       1413  584 000825E8 _LInf
       1414  585 000825F8 _LNan
       1415  586 00004150 _LPoly
       1416  587 00082628 _LRteps
       1417  588 00004E40 _LSinh
       1418  589 00082608 _LSnan
       1419  58A 00082638 _LXbig
       1420  58B 00004180 _LXp_addh
       1421  58C 000044E0 _LXp_addx
       1422  58D 00004560 _LXp_getw
       1423  58E 000045F0 _LXp_invx
       1424  58F 00004740 _LXp_ldexpx
       1425  590 000047C0 _LXp_movx
       1426  591 000047F0 _LXp_mulh
       1427  592 000049F0 _LXp_mulx
       1428  593 00004B00 _LXp_setn
       1429  594 00004B30 _LXp_setw
       1430  595 00004C50 _LXp_sqrtx
       1431  596 00004DC0 _LXp_subx
       1432  597 00082708 _LZero
       1433  598 00001BB0 _Lock_shared_ptr_spin_lock
       1434  599 00004FE0 _Mbrtowc
       1435  59A 000088D0 _Mtxdst
       1436  59B 000088E0 _Mtxinit
       1437  59C 00008900 _Mtxlock
       1438  59D 00008910 _Mtxunlock
       1439  59E 00082670 _Nan
       1440  59F 00008920 _Once
       1441  5A0 00004150 _Poly
       1442  5A1 000826A0 _Rteps
       1443  5A2 00005D40 _Sinh
       1444  5A3 00082680 _Snan
       1445  5A4 00005EE0 _Stod
       1446  5A5 00005EF0 _Stodx
       1447  5A6 00006140 _Stof
       1448  5A7 00006390 _Stoflt
       1449  5A8 00006150 _Stofx
       1450  5A9 00006720 _Stold
       1451  5AA 00006730 _Stoldx
       1452  5AB 00006980 _Stoll
       1453  5AC 00006990 _Stollx
       1454  5AD 00006630 _Stolx
       1455  5AE 00006A90 _Stopfx
       1456  5AF 00006BD0 _Stoul
       1457  5B0 00006DC0 _Stoull
       1458  5B1 00006DD0 _Stoullx
       1459  5B2 00006BE0 _Stoulx
       1460  5B3 00006FB0 _Stoxflt
       1461  5B4 00008330 _Strcoll
       1462  5B5 000087B0 _Strxfrm
       1463  5B6 00007EF0 _Tolower
       1464  5B7 00008050 _Toupper
       1465  5B8 000081B0 _Towlower
       1466  5B9 00008250 _Towupper
       1467  5BA 00001BD0 _Unlock_shared_ptr_spin_lock
       1468  5BB 000072C0 _WStod
       1469  5BC 000072D0 _WStodx
       1470  5BD 00007520 _WStof
       1471  5BE 00007770 _WStoflt
       1472  5BF 00007530 _WStofx
       1473  5C0 00007A40 _WStold
       1474  5C1 00007A50 _WStoldx
       1475  5C2 00007CA0 _WStopfx
       1476  5C3 000089B0 _WStoxflt
       1477  5C4 000084E0 _Wcrtomb
       1478  5C5 00008580 _Wcscoll
       1479  5C6 00008680 _Wcsxfrm
       1480  5C7 000826B0 _Xbig
       1481  5C8 000051C0 _Xp_addh
       1482  5C9 00005520 _Xp_addx
       1483  5CA 00004560 _Xp_getw
       1484  5CB 000055A0 _Xp_invx
       1485  5CC 00004740 _Xp_ldexpx
       1486  5CD 000047C0 _Xp_movx
       1487  5CE 000056F0 _Xp_mulh
       1488  5CF 000058F0 _Xp_mulx
       1489  5D0 00005A00 _Xp_setn
       1490  5D1 00005A30 _Xp_setw
       1491  5D2 00005B50 _Xp_sqrtx
       1492  5D3 00005CC0 _Xp_subx
       1493  5D4 00082710 _Zero
       1494  5D5 00008570 __Wcrtomb_lk
       1495  5D6 00001BE0 towctrans
       1496  5D7 00001C00 wctrans
       1497  5D8 00001C80 wctype

  Summary

        3000 .data
        4000 .pdata
       36000 .rdata
        1000 .reloc
        1000 .rsrc
       4A000 .text
